# id_tile ra dec pos isky texp texp_ob tob_len irank ntile
       -1   227.9015  -21.2335    14.42  3   8.07 24.49  42.49  1  3 
   -20306   227.9015  -21.2335    14.42  3   8.03 24.49  42.49  2  3 
   -27612   227.9015  -21.2335    14.42  3   8.39 24.49  42.49  3  3 
       -3   341.9054  -32.0279   195.50  1  20.05 60.55  78.55  1  3 
   -31807   341.9054  -32.0279   195.50  1  20.20 60.55  78.55  2  3 
   -33585   341.9054  -32.0279   195.50  1  20.30 60.55  78.55  3  3 
       -5   226.2323   -1.8647    13.58  1  20.22 40.44  53.94  1  2 
    -6737   226.2323   -1.8647    13.58  1  20.22 40.44  53.94  2  2 
       -6    21.5145   -7.1766    16.63  2  15.34 15.34  24.34  1  1 
       -7   292.1989  -13.4160   328.01  3   8.05 17.68  31.18  1  2 
   -19094   292.1989  -13.4160   328.01  3   9.63 17.68  31.18  2  2 
       -8    95.2890  -37.6755   197.88  3   8.36 24.98  42.98  1  3 
   -16762    95.2890  -37.6755   197.88  3   8.57 24.98  42.98  2  3 
   -16764    95.2890  -37.6755   197.88  3   8.04 24.98  42.98  3  3 
       -9   357.9858  -39.6145   166.58  3   8.30 24.54  42.54  1  3 
   -32400   357.9858  -39.6145   166.58  3   8.23 24.54  42.54  2  3 
    -5896   357.9858  -39.6145   166.58  3   8.01 24.54  42.54  3  3 
      -10   278.6660    7.3743   348.45  4   4.06 36.58  81.58  1  9 
   -19904   278.6660    7.3743   348.45  4   4.03 36.58  81.58  2  9 
   -28554   278.6660    7.3743   348.45  4   4.10 36.58  81.58  3  9 
   -35034   278.6660    7.3743   348.45  4   4.06 36.58  81.58  4  9 
   -23589   278.6660    7.3743   348.45  4   4.14 36.58  81.58  5  9 
   -34849   278.6660    7.3743   348.45  4   4.01 36.58  81.58  6  9 
   -20102   278.6660    7.3743   348.45  4   4.03 36.58  81.58  7  9 
   -26669   278.6660    7.3743   348.45  4   4.15 36.58  81.58  8  9 
     -987   278.6660    7.3743   348.45  4   4.00 36.58  81.58  9  9 
      -14    84.9121  -70.8511   192.76  1  20.05 60.09  78.09  1  3 
   -17370    84.9121  -70.8511   192.76  1  20.00 60.09  78.09  2  3 
   -11899    84.9121  -70.8511   192.76  1  20.04 60.09  78.09  3  3 
      -19   320.7358  -44.7625   161.42  3   8.60 33.85  56.35  1  4 
   -12937   320.7358  -44.7625   161.42  3   9.03 33.85  56.35  2  4 
   -31129   320.7358  -44.7625   161.42  3   8.21 33.85  56.35  3  4 
   -12682   320.7358  -44.7625   161.42  3   8.01 33.85  56.35  4  4 
      -20     2.6617  -47.5757   180.54  1  20.00 20.00  29.00  1  1 
      -23     3.8802  -71.7616   167.91  1  20.15 60.39  78.39  1  3 
   -33472     3.8802  -71.7616   167.91  1  20.17 60.39  78.39  2  3 
   -39031     3.8802  -71.7616   167.91  1  20.06 60.39  78.39  3  3 
      -24   231.7729   -8.5422   347.42  1  20.07 20.07  29.07  1  1 
      -25    92.7181  -51.0216   194.64  3   8.24 25.28  43.28  1  3 
   -15224    92.7181  -51.0216   194.64  3   8.06 25.28  43.28  2  3 
   -18751    92.7181  -51.0216   194.64  3   8.98 25.28  43.28  3  3 
      -28    50.4304  -27.2177   198.83  1  20.37 40.53  54.03  1  2 
     -191    50.4304  -27.2177   198.83  1  20.16 40.53  54.03  2  2 
      -29    51.5227  -37.0714   179.11  1  20.06 60.57  78.57  1  3 
   -17076    51.5227  -37.0714   179.11  1  20.36 60.57  78.57  2  3 
   -34143    51.5227  -37.0714   179.11  1  20.15 60.57  78.57  3  3 
      -31   233.6890  -40.9642   191.75  3   8.25 16.65  30.15  1  2 
   -29389   233.6890  -40.9642   191.75  3   8.40 16.65  30.15  2  2 
      -36   186.5083    1.7560    16.75  1  20.02 60.12  78.12  1  3 
   -26872   186.5083    1.7560    16.75  1  20.03 60.12  78.12  2  3 
    -7665   186.5083    1.7560    16.75  1  20.06 60.12  78.12  3  3 
      -39   286.4141  -31.8607   199.63  2  15.43 30.46  43.96  1  2 
   -18803   286.4141  -31.8607   199.63  2  15.03 30.46  43.96  2  2 
      -42   189.5651   -5.4125   332.05  2  16.54 16.54  25.54  1  1 
      -43   193.8676   -5.6502    24.40  2  16.56 31.56  45.06  1  2 
   -17600   193.8676   -5.6502    24.40  2  15.00 31.56  45.06  2  2 
      -45     9.6195  -43.9292   172.35  1  20.67 61.08  79.08  1  3 
   -18581     9.6195  -43.9292   172.35  1  20.37 61.08  79.08  2  3 
    -1214     9.6195  -43.9292   172.35  1  20.03 61.08  79.08  3  3 
      -46   202.9879  -17.1783   321.82  1  20.03 40.27  53.77  1  2 
   -23904   202.9879  -17.1783   321.82  1  20.24 40.27  53.77  2  2 
      -48   212.1715  -23.4355    21.07  3   8.02 16.41  29.91  1  2 
