# id_tile ra dec pos isky texp texp_ob tob_len irank ntile
   -11293    55.1886   19.6228    12.53  4   4.60  4.60   7.64  1  1 
   -11294   244.0201  -32.3528   158.70  2  18.59 49.68  57.78  1  3 
   -14032   244.0201  -32.3528   158.70  2  15.90 49.68  57.78  2  3 
   -26579   244.0201  -32.3528   158.70  2  15.20 49.68  57.78  3  3 
   -11295    23.6705  -26.5819   180.94  3  11.57 39.53  47.63  1  3 
   -26667    23.6705  -26.5819   180.94  3  20.92 39.53  47.63  2  3 
   -26668    23.6705  -26.5819   180.94  3   7.04 39.53  47.63  3  3 
   -11298   150.1382    2.1840    20.71  1  20.05 40.34  45.91  1  2 
   -40477   150.1382    2.1840    20.71  1  20.29 40.34  45.91  2  2 
   -11301    93.1442  -12.6196    15.73  4   4.54  8.63  14.19  1  2 
    -3279    93.1442  -12.6196    15.73  4   4.09  8.63  14.19  2  2 
   -11302    24.4976   -2.7734    21.31  2  18.63 18.63  21.66  1  1 
   -11303   227.3049  -28.1255   185.22  2  15.10 50.61  58.71  1  3 
    -6336   227.3049  -28.1255   185.22  2  17.72 50.61  58.71  2  3 
   -37776   227.3049  -28.1255   185.22  2  17.79 50.61  58.71  3  3 
   -11304   126.7885  -18.6190     8.41  3  12.98 12.98  16.01  1  1 
   -11306   334.5146  -29.3349   207.43  1  20.63 20.63  23.66  1  1 
   -11309   293.8655  -40.5868   168.23  3  17.46 17.46  20.49  1  1 
   -11310   328.7654   -3.9215     1.44  2  18.46 37.23  42.80  1  2 
    -4240   328.7654   -3.9215     1.44  2  18.78 37.23  42.80  2  2 
   -11311   173.9917    3.7983    27.07  1  20.20 20.20  23.23  1  1 
   -11312    87.9095  -26.4215   158.84  3   9.92 49.26  59.89  1  4 
   -40571    87.9095  -26.4215   158.84  3   7.05 49.26  59.89  2  4 
   -40572    87.9095  -26.4215   158.84  3  13.36 49.26  59.89  3  4 
   -36058    87.9095  -26.4215   158.84  3  18.92 49.26  59.89  4  4 
   -11313     9.4522  -23.1870     2.08  2  17.95 17.95  20.98  1  1 
   -11314   343.9800  -29.5716   178.89  1  20.91 20.91  23.95  1  1 
   -11315   254.0680   -9.3211   333.53  1  20.18 20.18  23.21  1  1 
   -11316   247.6352  -31.8154   188.04  3  15.38 23.33  28.90  1  2 
   -30816   247.6352  -31.8154   188.04  3   7.95 23.33  28.90  2  2 
   -11317   187.2859  -10.6798   337.41  3   9.60  9.60  12.63  1  1 
   -11318    51.9815   -3.0550   333.32  3   9.57 40.72  51.35  1  4 
   -39814    51.9815   -3.0550   333.32  3   7.20 40.72  51.35  2  4 
   -39813    51.9815   -3.0550   333.32  3  15.32 40.72  51.35  3  4 
   -39812    51.9815   -3.0550   333.32  3   8.64 40.72  51.35  4  4 
   -11319    57.3033  -32.5450   158.24  1  20.51 20.51  23.54  1  1 
   -11320   173.5939   -1.3822    22.63  1  20.64 20.64  23.67  1  1 
   -11323    73.4953  -68.5056   172.42  1  20.72 20.72  23.76  1  1 
   -11324   179.9948  -34.3136   173.04  3  13.11 20.16  25.73  1  2 
   -11326   179.9948  -34.3136   173.04  3   7.05 20.16  25.73  2  2 
   -11328   188.3806  -40.4196   165.44  1  20.69 20.69  23.72  1  1 
   -11330   330.4823  -56.3633   176.15  1  20.29 20.29  23.33  1  1 
   -11331   315.8825   -7.0642   350.44  1  20.09 20.09  23.12  1  1 
   -11332   108.9123  -10.3518    14.71  2  18.09 18.09  21.12  1  1 
   -11334    17.0817  -29.2066   156.06  1  20.81 20.81  23.85  1  1 
   -11338   303.1744   -4.3192   337.07  3  18.06 37.67  45.77  1  3 
   -11342   303.1744   -4.3192   337.07  3  12.54 37.67  45.77  2  3 
   -11341   303.1744   -4.3192   337.07  3   7.07 37.67  45.77  3  3 
   -11339   342.3564  -62.4876   209.58  2  19.46 35.52  41.08  1  2 
   -22327   342.3564  -62.4876   209.58  2  16.06 35.52  41.08  2  2 
   -11340    88.2258  -47.9817   208.57  2  18.42 18.42  21.46  1  1 
   -11343   244.4059  -33.3741   155.51  3   7.03 24.06  29.63  1  2 
   -11346   244.4059  -33.3741   155.51  3  17.03 24.06  29.63  2  2 
   -11345   266.9825   -5.8712    28.92  3  10.99 10.99  14.02  1  1 
   -11347    37.6671   -2.5093   355.60  1  20.00 20.00  23.03  1  1 
   -11348   162.1760   -3.1076     5.93  2  19.37 19.37  22.41  1  1 
   -11353   202.4119  -17.5017    12.70  3  14.13 14.13  17.17  1  1 
   -11354   104.0018  -49.6907   173.53  2  18.67 33.71  39.27  1  2 
   -37546   104.0018  -49.6907   173.53  2  15.03 33.71  39.27  2  2 
   -11355    89.4792  -41.5933   152.43  1  20.06 20.06  23.10  1  1 
   -11356   296.8134  -33.8249   157.92  1  20.32 20.32  23.36  1  1 
   -11357    77.1240  -70.9976   189.21  1  20.09 20.09  23.12  1  1 
   -11358   342.7835  -30.8911   171.64  1  20.98 20.98  24.02  1  1 
   -11359   267.6608  -39.0560   195.13  1  20.94 20.94  23.97  1  1 
   -11361   142.7833  -45.0119   158.48  1  20.12 20.12  23.15  1  1 
   -11362    64.8499  -57.4834   166.91  3   7.53  7.53  10.56  1  1 
   -11363   260.0501  -19.5863   332.59  1  20.99 20.99  24.02  1  1 
   -11365   275.7248  -64.9815   183.95  4   6.57 10.62  16.18  1  2 
   -14600   275.7248  -64.9815   183.95  4   4.04 10.62  16.18  2  2 
   -11366   113.0710  -50.3232   194.08  3  12.32 12.32  15.35  1  1 
   -11367   272.7266  -35.3511   166.00  3   7.01 51.67  62.30  1  4 
   -34152   272.7266  -35.3511   166.00  3  11.46 51.67  62.30  2  4 
   -34151   272.7266  -35.3511   166.00  3  18.77 51.67  62.30  3  4 
    -3663   272.7266  -35.3511   166.00  3  14.42 51.67  62.30  4  4 
   -11368    74.6000  -66.1329   174.98  1  20.46 20.46  23.50  1  1 
   -11369    54.0389   -3.9817   348.76  2  18.58 36.97  42.53  1  2 
   -11371    54.0389   -3.9817   348.76  2  18.38 36.97  42.53  2  2 
   -11372   213.7552  -27.0760   193.54  3  15.05 15.05  18.08  1  1 
   -11374   307.0475  -40.4567   207.55  2  19.57 19.57  22.60  1  1 
   -11377   214.0287   -2.7970    12.31  1  20.94 20.94  23.98  1  1 
   -11378   148.0089  -39.6522   203.45  4   4.20  4.20   7.23  1  1 
   -11379    26.1419   -0.0421    22.40  1  20.06 20.06  23.09  1  1 
   -11380   358.4378  -35.3008   206.98  1  20.96 20.96  23.99  1  1 
   -11381   311.9022  -57.4606   201.84  1  20.08 20.08  23.11  1  1 
   -11382    84.0039  -55.4351   151.93  1  20.63 20.63  23.67  1  1 
   -11383    72.1764  -15.2633    18.92  3  19.92 27.62  33.19  1  2 
   -11386    72.1764  -15.2633    18.92  3   7.71 27.62  33.19  2  2 
   -11385    11.2854   -9.6448   337.77  3  14.19 14.19  17.22  1  1 
   -11387   317.8751  -42.8982   157.85  2  18.41 18.41  21.44  1  1 
   -11389   334.6161  -57.2967   196.78  1  20.40 20.40  23.44  1  1 
   -11390    72.8543  -40.3622   164.16  1  20.15 20.15  23.18  1  1 
   -11391   232.5174  -48.4364   169.55  1  20.10 20.10  23.13  1  1 
   -11392   162.1168  -65.5088   190.65  1  20.90 20.90  23.93  1  1 
   -11393    99.3431  -67.0459   158.49  1  20.05 20.05  23.09  1  1 
   -11395   217.0930  -54.8021   184.63  3   9.65  9.65  12.68  1  1 
   -11397   346.6124  -34.1581   183.68  3  15.34 61.02  71.65  1  4 
   -38690   346.6124  -34.1581   183.68  3  13.50 61.02  71.65  2  4 
   -38689   346.6124  -34.1581   183.68  3  11.19 61.02  71.65  3  4 
   -38691   346.6124  -34.1581   183.68  3  20.99 61.02  71.65  4  4 
   -11398   350.1005  -33.8105   150.20  1  20.99 41.96  47.53  1  2 
   -34623   350.1005  -33.8105   150.20  1  20.97 41.96  47.53  2  2 
   -11400   348.5419  -27.4842   162.37  1  20.95 20.95  23.98  1  1 
   -11401    41.2575  -14.8547    21.40  2  17.95 17.95  20.99  1  1 
   -11402    74.4475  -29.1943   191.92  3   7.05 39.53  50.16  1  4 
   -34945    74.4475  -29.1943   191.92  3   7.04 39.53  50.16  2  4 
   -40521    74.4475  -29.1943   191.92  3  15.28 39.53  50.16  3  4 
   -37955    74.4475  -29.1943   191.92  3  10.15 39.53  50.16  4  4 
   -11403   191.0771  -14.5422   341.72  2  18.41 18.41  21.44  1  1 
   -11404   282.3952  -17.2269   333.54  2  17.92 38.13  43.70  1  2 
   -11405   282.3952  -17.2269   333.54  2  20.21 38.13  43.70  2  2 
   -11407   182.9046  -43.9325   196.83  3  19.98 19.98  23.02  1  1 
   -11408   201.7971  -17.6143   333.75  4   4.05 22.75  35.91  1  5 
   -15510   201.7971  -17.6143   333.75  4   5.68 22.75  35.91  2  5 
   -15506   201.7971  -17.6143   333.75  4   4.00 22.75  35.91  3  5 
   -15508   201.7971  -17.6143   333.75  4   4.75 22.75  35.91  4  5 
   -15507   201.7971  -17.6143   333.75  4   4.27 22.75  35.91  5  5 
   -11409   195.5199  -14.9895     8.12  1  20.17 20.17  23.20  1  1 
   -11410    69.3958  -13.6346    10.57  1  20.10 20.10  23.14  1  1 
   -11411    41.4485   -0.0272    24.26  3   7.04 44.46  57.63  1  5 
   -39668    41.4485   -0.0272    24.26  3   8.34 44.46  57.63  2  5 
   -39670    41.4485   -0.0272    24.26  3   8.33 44.46  57.63  3  5 
   -39667    41.4485   -0.0272    24.26  3  13.03 44.46  57.63  4  5 
   -39669    41.4485   -0.0272    24.26  3   7.74 44.46  57.63  5  5 
   -11412   126.3219  -37.2195   155.45  3   7.49 27.81  33.38  1  2 
   -11414   126.3219  -37.2195   155.45  3  20.33 27.81  33.38  2  2 
   -11413    17.0951  -29.1720   151.36  1  20.96 20.96  23.99  1  1 
   -11415   168.4328  -69.2570   204.43  3   7.38  7.38  10.41  1  1 
   -11416   309.0376  -23.6500    29.16  1  20.08 20.08  23.11  1  1 
   -11418   186.9175  -18.2978   340.55  4   4.10  4.10   7.13  1  1 
   -11419    15.8764  -49.9736   159.81  1  20.00 20.00  23.03  1  1 
   -11420   331.4686  -53.8960   195.88  3   7.02 26.32  31.89  1  2 
   -20884   331.4686  -53.8960   195.88  3  19.30 26.32  31.89  2  2 
   -11422    89.6699  -72.6618   194.36  1  20.81 20.81  23.85  1  1 
   -11424   308.3291  -64.9427   165.30  3  13.95 13.95  16.98  1  1 
   -11426   136.7619   21.4134   355.39  4   9.99 19.96  25.53  1  2 
   -36727   136.7619   21.4134   355.39  4   9.97 19.96  25.53  2  2 
   -11427    61.4397   13.1546   334.22  4   4.05  4.05   7.08  1  1 
   -11428   346.0818  -29.9337   177.99  1  20.19 20.19  23.22  1  1 
   -11429   330.8518  -32.8954   190.24  1  20.50 20.50  23.53  1  1 
   -11430   341.8481  -32.4446   205.03  1  20.90 20.90  23.93  1  1 
   -11431   243.2577  -51.4386   176.74  3   8.42  8.42  11.45  1  1 
   -11432   113.2947  -25.2888   205.61  3  12.30 37.48  45.58  1  3 
   -11433   113.2947  -25.2888   205.61  3   7.01 37.48  45.58  2  3 
    -2240   113.2947  -25.2888   205.61  3  18.17 37.48  45.58  3  3 
   -11434   208.0913   -5.3435   343.32  1  20.04 20.04  23.07  1  1 
   -11435   221.2722   -1.0488     7.05  1  20.07 20.07  23.10  1  1 
   -11437   348.9510  -34.3107   177.59  1  20.81 41.71  47.27  1  2 
    -8082   348.9510  -34.3107   177.59  1  20.90 41.71  47.27  2  2 
   -11438    72.3401  -60.5611   195.08  1  20.20 20.20  23.23  1  1 
   -11439   170.4233  -57.6210   204.98  1  20.14 20.14  23.18  1  1 
   -11440   221.2165    3.0153    12.13  1  20.26 62.00  70.10  1  3 
   -28240   221.2165    3.0153    12.13  1  20.85 62.00  70.10  2  3 
   -10225   221.2165    3.0153    12.13  1  20.89 62.00  70.10  3  3 
   -11441   276.3985  -22.3135   335.87  1  20.56 41.31  46.87  1  2 
   -33123   276.3985  -22.3135   335.87  1  20.75 41.31  46.87  2  2 
   -11442   100.8949  -40.1220   205.16  4   8.67 13.89  19.46  1  2 
    -7822   100.8949  -40.1220   205.16  4   5.22 13.89  19.46  2  2 
   -11445   129.0911   -4.9096   354.82  4   4.15 10.22  15.79  1  2 
   -33765   129.0911   -4.9096   354.82  4   6.07 10.22  15.79  2  2 
   -11446   108.7285  -30.5734   193.75  3  19.22 19.22  22.25  1  1 
   -11447   317.8495  -29.2426   170.88  3  10.11 10.11  13.14  1  1 
   -11448   269.6662  -28.6598   209.55  1  20.86 20.86  23.89  1  1 
   -11450   150.0934    2.2641    29.72  1  20.47 41.08  46.65  1  2 
   -35680   150.0934    2.2641    29.72  1  20.61 41.08  46.65  2  2 
   -11452   131.7197  -41.9068   200.31  1  20.46 20.46  23.49  1  1 
   -11453    64.9772  -21.5970     4.75  1  20.55 20.55  23.59  1  1 
   -11454   177.6602  -20.5974   338.80  1  20.72 20.72  23.75  1  1 
   -11455   149.4157   -0.0662   353.49  3   8.21  8.21  11.25  1  1 
   -11456   219.5402  -24.7547   180.79  3  10.37 37.14  45.24  1  3 
   -22978   219.5402  -24.7547   180.79  3   7.08 37.14  45.24  2  3 
    -5241   219.5402  -24.7547   180.79  3  19.69 37.14  45.24  3  3 
   -11457   308.0457  -50.9774   171.72  2  18.99 18.99  22.03  1  1 
   -11459   307.3980   -3.6267   330.74  1  20.00 20.00  23.04  1  1 
   -11461    20.8596  -21.6117     3.07  1  20.57 20.57  23.60  1  1 
   -11463   128.7697  -64.7024   200.56  3  14.23 31.03  39.13  1  3 
   -11464   128.7697  -64.7024   200.56  3   7.15 31.03  39.13  2  3 
   -20988   128.7697  -64.7024   200.56  3   9.65 31.03  39.13  3  3 
   -11465   352.6569  -51.6211   154.58  3  20.15 35.59  43.69  1  3 
   -23910   352.6569  -51.6211   154.58  3   8.37 35.59  43.69  2  3 
   -23909   352.6569  -51.6211   154.58  3   7.07 35.59  43.69  3  3 
   -11466    16.6088  -36.3813   209.72  3   7.13 27.92  33.48  1  2 
   -11468    16.6088  -36.3813   209.72  3  20.78 27.92  33.48  2  2 
   -11467   116.8397   -3.6401   346.75  2  18.96 18.96  21.99  1  1 
   -11469    10.7779  -73.7061   153.69  1  20.85 20.85  23.88  1  1 
   -11470   257.4649   -3.4216    23.54  3  17.85 17.85  20.88  1  1 
   -11471   112.6370  -48.2795   181.60  1  20.34 20.34  23.38  1  1 
   -11472   103.6837  -48.2269   187.86  4   4.03 21.46  32.10  1  4 
   -11477   103.6837  -48.2269   187.86  4   4.34 21.46  32.10  2  4 
   -14535   103.6837  -48.2269   187.86  4   4.77 21.46  32.10  3  4 
   -11474   103.6837  -48.2269   187.86  4   8.32 21.46  32.10  4  4 
   -11473   246.3465  -32.0388   173.27  1  20.03 20.03  23.06  1  1 
   -11478   133.2106  -34.8621   176.36  3  14.90 14.90  17.93  1  1 
   -11479   113.6660  -12.8238    15.44  3   8.62 30.44  38.54  1  3 
   -11480   113.6660  -12.8238    15.44  3   7.00 30.44  38.54  2  3 
   -11482   113.6660  -12.8238    15.44  3  14.82 30.44  38.54  3  3 
   -11481   355.8979  -28.1124   155.41  1  20.82 20.82  23.86  1  1 
   -11483   201.1870   -8.1547   352.33  2  15.04 15.04  18.07  1  1 
   -11484   322.4748  -28.4474   182.73  3   8.08 28.26  33.83  1  2 
   -11485   322.4748  -28.4474   182.73  3  20.19 28.26  33.83  2  2 
   -11487    24.7756  -40.4610   154.78  3   9.90  9.90  12.93  1  1 
   -11488   297.5184  -29.8596   150.28  3   8.34  8.34  11.37  1  1 
   -11490   102.1867  -16.4693   350.74  3  10.06 10.06  13.09  1  1 
   -11491   187.9085  -21.8364   350.19  2  17.92 17.92  20.96  1  1 
   -11493    35.9370   -4.9067     0.08  1  20.96 20.96  23.99  1  1 
   -11494   343.4541  -32.6861   159.78  1  20.88 20.88  23.91  1  1 
   -11495   190.2878  -27.4195   187.99  3  20.38 50.52  61.16  1  4 
   -13116   190.2878  -27.4195   187.99  3   7.35 50.52  61.16  2  4 
   -11498   190.2878  -27.4195   187.99  3   9.65 50.52  61.16  3  4 
   -11497   190.2878  -27.4195   187.99  3  13.14 50.52  61.16  4  4 
   -11496   337.0017  -32.4018   205.75  1  20.37 20.37  23.40  1  1 
   -11501   203.4425  -22.4345     6.54  1  20.71 20.71  23.75  1  1 
   -11502   206.4662   -7.0750   354.03  1  20.13 20.13  23.17  1  1 
   -11503    83.6463  -44.6207   199.26  1  20.26 20.26  23.29  1  1 
   -11508   120.9881  -45.2109   194.80  4   5.21  5.21   8.24  1  1 
   -11509   218.3515    0.7800   334.38  1  20.37 61.10  69.20  1  3 
   -25036   218.3515    0.7800   334.38  1  20.59 61.10  69.20  2  3 
   -19473   218.3515    0.7800   334.38  1  20.14 61.10  69.20  3  3 
   -11510   111.5037   -2.2563   337.43  3   7.44 17.99  23.56  1  2 
   -33889   111.5037   -2.2563   337.43  3  10.55 17.99  23.56  2  2 
   -11511     4.2719  -33.1626   203.71  1  20.99 20.99  24.02  1  1 
   -11512   347.5409  -32.6848   150.17  1  20.90 20.90  23.94  1  1 
   -11513   148.1982  -44.7073   173.12  3  18.54 18.54  21.57  1  1 
   -11514   219.7091   -0.8403   339.38  3  20.94 50.10  58.20  1  3 
   -11515   219.7091   -0.8403   339.38  3  18.99 50.10  58.20  2  3 
   -11517   219.7091   -0.8403   339.38  3  10.16 50.10  58.20  3  3 
   -11516   342.5498  -31.1478   153.37  1  20.95 41.84  47.41  1  2 
   -22782   342.5498  -31.1478   153.37  1  20.90 41.84  47.41  2  2 
   -11518   225.3540  -24.2167     4.52  3   7.39 37.70  45.80  1  3 
   -11521   225.3540  -24.2167     4.52  3  10.53 37.70  45.80  2  3 
   -11519   225.3540  -24.2167     4.52  3  19.79 37.70  45.80  3  3 
   -11520   170.1668  -20.9016    28.11  3  11.44 18.70  24.27  1  2 
   -21892   170.1668  -20.9016    28.11  3   7.26 18.70  24.27  2  2 
   -11524   341.9392  -43.9978   181.56  3  19.19 19.19  22.22  1  1 
   -11525   161.6764  -50.8145   201.97  3  16.50 24.14  29.71  1  2 
   -29908   161.6764  -50.8145   201.97  3   7.64 24.14  29.71  2  2 
   -11526   261.6641  -16.1630     1.40  1  20.96 20.96  23.99  1  1 
   -11528   113.8140  -29.3532   177.95  1  20.21 20.21  23.25  1  1 
   -11529   336.2118   -9.1512   352.69  2  15.04 33.24  38.81  1  2 
   -11530   336.2118   -9.1512   352.69  2  18.20 33.24  38.81  2  2 
   -11532   314.9258  -34.0889   193.29  2  17.96 35.80  41.37  1  2 
    -9601   314.9258  -34.0889   193.29  2  17.84 35.80  41.37  2  2 
   -11533    25.9434  -36.4236   176.94  3   7.19  7.19  10.23  1  1 
   -11534    48.6607  -19.1537    12.96  1  20.43 20.43  23.47  1  1 
   -11535    74.6376  -66.5466   155.21  1  20.79 20.79  23.83  1  1 
   -11536   311.7876  -51.7289   165.53  4   5.55  5.55   8.58  1  1 
   -11537    71.8133  -59.0664   204.31  1  20.00 20.00  23.04  1  1 
   -11538   305.6986   -8.0728   347.40  3  10.47 29.90  35.47  1  2 
   -14972   305.6986   -8.0728   347.40  3  19.43 29.90  35.47  2  2 
   -11539   342.9596  -34.5255   203.06  1  20.70 20.70  23.73  1  1 
   -11540    15.9802    0.0008    28.31  2  18.64 18.64  21.68  1  1 
   -11542   215.1801   -9.8470   352.71  1  20.02 20.02  23.06  1  1 
   -11543   112.5389  -18.7529   342.29  3  15.05 23.59  29.15  1  2 
    -6211   112.5389  -18.7529   342.29  3   8.54 23.59  29.15  2  2 
   -11545   279.2145  -31.9487   168.95  1  20.92 20.92  23.95  1  1 
   -11547    88.3641  -37.9017   161.93  2  15.38 33.61  39.17  1  2 
   -26213    88.3641  -37.9017   161.93  2  18.23 33.61  39.17  2  2 
   -11548   185.3451  -21.9067    27.29  2  17.86 17.86  20.89  1  1 
   -11550   130.4039  -48.0201   207.37  3  14.69 14.69  17.72  1  1 
   -11551    87.2595   -5.1023     0.28  3   8.14  8.14  11.18  1  1 
   -11552    27.7089  -45.8633   198.03  1  20.08 40.58  46.15  1  2 
     -141    27.7089  -45.8633   198.03  1  20.50 40.58  46.15  2  2 
   -11553   216.7328   -0.0898   344.57  1  20.55 20.55  23.58  1  1 
   -11554   304.2760  -62.1870   167.18  2  15.23 35.10  40.66  1  2 
   -11556   304.2760  -62.1870   167.18  2  19.87 35.10  40.66  2  2 
   -11557    90.9159  -51.1161   194.77  3   7.11 21.49  27.06  1  2 
   -14254    90.9159  -51.1161   194.77  3  14.38 21.49  27.06  2  2 
   -11559   188.8008  -30.8679   172.98  2  15.11 15.11  18.14  1  1 
   -11562    82.5778  -63.8974   152.28  3  11.91 39.89  47.99  1  3 
   -35060    82.5778  -63.8974   152.28  3   7.14 39.89  47.99  2  3 
   -19195    82.5778  -63.8974   152.28  3  20.83 39.89  47.99  3  3 
   -11564    43.6945  -28.8567   173.62  1  20.43 20.43  23.46  1  1 
   -11565   112.9152  -67.0275   195.26  1  20.68 20.68  23.71  1  1 
   -11566   320.8419  -45.2628   157.47  3  19.06 36.63  44.73  1  3 
   -11567   320.8419  -45.2628   157.47  3  10.20 36.63  44.73  2  3 
   -11570   320.8419  -45.2628   157.47  3   7.38 36.63  44.73  3  3 
   -11568   342.5151  -31.1235   150.14  1  20.88 20.88  23.91  1  1 
   -11569   349.5193  -68.6223   187.35  3   7.39 35.67  43.77  1  3 
   -33841   349.5193  -68.6223   187.35  3  10.33 35.67  43.77  2  3 
   -33842   349.5193  -68.6223   187.35  3  17.95 35.67  43.77  3  3 
   -11571   104.3404  -62.3487   181.53  4   5.43  9.55  15.12  1  2 
   -11575   104.3404  -62.3487   181.53  4   4.12  9.55  15.12  2  2 
   -11572    83.7488  -39.0230   154.91  1  20.12 20.12  23.15  1  1 
   -11574   188.0217   -3.1075     5.06  1  20.91 41.52  47.09  1  2 
   -40496   188.0217   -3.1075     5.06  1  20.61 41.52  47.09  2  2 
   -11576    82.7272  -66.0522   170.66  1  20.76 20.76  23.80  1  1 
   -11577    15.7191  -67.9857   158.46  2  20.49 36.40  41.97  1  2 
   -11578    15.7191  -67.9857   158.46  2  15.91 36.40  41.97  2  2 
   -11583   103.4333  -40.9200   151.33  3   7.01 16.59  22.16  1  2 
   -11584   103.4333  -40.9200   151.33  3   9.58 16.59  22.16  2  2 
   -11586    73.3356  -44.1234   165.40  3  12.04 46.19  56.82  1  4 
   -24671    73.3356  -44.1234   165.40  3  19.55 46.19  56.82  2  4 
   -13679    73.3356  -44.1234   165.40  3   7.15 46.19  56.82  3  4 
   -20588    73.3356  -44.1234   165.40  3   7.45 46.19  56.82  4  4 
   -11587   324.6112  -38.2288   172.71  2  17.97 36.24  41.81  1  2 
   -11589   324.6112  -38.2288   172.71  2  18.28 36.24  41.81  2  2 
   -11588   345.6905  -30.9823   196.71  1  20.81 20.81  23.84  1  1 
   -11590   271.4906  -27.2220   162.25  1  20.56 62.39  70.49  1  3 
   -36043   271.4906  -27.2220   162.25  1  20.88 62.39  70.49  2  3 
   -36498   271.4906  -27.2220   162.25  1  20.95 62.39  70.49  3  3 
   -11591   289.5289  -31.8879   161.25  1  20.81 41.46  47.03  1  2 
   -32324   289.5289  -31.8879   161.25  1  20.65 41.46  47.03  2  2 
   -11592    83.4756  -69.6055   173.34  1  20.82 62.54  70.64  1  3 
   -21823    83.4756  -69.6055   173.34  1  20.86 62.54  70.64  2  3 
    -1852    83.4756  -69.6055   173.34  1  20.86 62.54  70.64  3  3 
   -11593    69.7166  -42.6427   179.82  2  15.18 33.50  39.06  1  2 
   -11275    69.7166  -42.6427   179.82  2  18.31 33.50  39.06  2  2 
   -11594   340.2143  -32.6477   168.59  1  20.98 20.98  24.01  1  1 
   -11595   210.7722   -3.8684   332.88  1  20.16 20.16  23.20  1  1 
   -11596    65.1558  -63.4515   151.80  1  20.12 20.12  23.15  1  1 
   -11597    27.9214   -7.7063   349.87  2  18.20 18.20  21.24  1  1 
   -11599    64.4912   14.2946   342.92  4   5.26  5.26   8.29  1  1 
   -11600   347.5943  -19.4265   350.75  3  11.82 32.80  38.37  1  2 
   -11602   347.5943  -19.4265   350.75  3  20.98 32.80  38.37  2  2 
   -11601   271.0043  -38.9794   169.90  1  20.95 20.95  23.98  1  1 
   -11605   348.6106  -31.0928   155.04  1  20.86 20.86  23.90  1  1 
   -11606    32.3138  -70.3294   168.66  1  20.73 20.73  23.77  1  1 
   -11607   334.3594  -45.2011   169.26  1  20.15 20.15  23.19  1  1 
   -11608   278.2802    6.3019    10.92  3   9.42 60.76  71.40  1  4 
   -37039   278.2802    6.3019    10.92  3  19.09 60.76  71.40  2  4 
   -17974   278.2802    6.3019    10.92  3  13.14 60.76  71.40  3  4 
   -37040   278.2802    6.3019    10.92  3  19.12 60.76  71.40  4  4 
   -11610   112.1025   -7.8389    27.77  3  16.67 16.67  19.70  1  1 
   -11612   176.0713   -0.9408   332.34  1  20.69 20.69  23.73  1  1 
   -11613   174.6619    5.8622   337.98  4   9.76  9.76  12.79  1  1 
   -11615   263.4744  -50.9117   175.62  3   8.94  8.94  11.98  1  1 
   -11617   129.1423  -19.6850    28.73  3  20.59 29.36  34.93  1  2 
   -28928   129.1423  -19.6850    28.73  3   8.77 29.36  34.93  2  2 
   -11618   123.9617  -56.3938   162.94  3  15.02 22.33  27.90  1  2 
   -13428   123.9617  -56.3938   162.94  3   7.31 22.33  27.90  2  2 
   -11619   341.1524   -4.7350     5.26  2  18.53 18.53  21.56  1  1 
   -11620   193.0622    2.1573     4.33  1  20.64 20.64  23.67  1  1 
   -11621   214.3305  -30.2882   189.26  1  20.00 20.00  23.03  1  1 
   -11622   289.9976  -61.3076   154.76  3   9.61  9.61  12.65  1  1 
   -11623   166.3922   -6.4798   335.17  3  20.21 27.51  33.07  1  2 
    -7031   166.3922   -6.4798   335.17  3   7.30 27.51  33.07  2  2 
   -11624   163.3207  -51.1849   205.90  2  15.22 15.22  18.25  1  1 
   -11626    85.9480  -14.4234    27.52  3  11.90 11.90  14.93  1  1 
   -11627   297.8089  -33.8343   202.19  1  20.29 20.29  23.33  1  1 
   -11628   156.5512  -26.5101   170.31  1  20.42 40.44  46.01  1  2 
    -2193   156.5512  -26.5101   170.31  1  20.02 40.44  46.01  2  2 
   -11629   148.8030  -28.6641   209.88  3  13.28 13.28  16.31  1  1 
   -11630   275.8974  -25.7741   156.16  3   7.02 45.83  56.46  1  4 
   -10998   275.8974  -25.7741   156.16  3   9.12 45.83  56.46  2  4 
    -9927   275.8974  -25.7741   156.16  3  17.00 45.83  56.46  3  4 
   -33101   275.8974  -25.7741   156.16  3  12.69 45.83  56.46  4  4 
   -11633   125.1467  -78.9451   204.37  3   7.09 37.99  46.09  1  3 
   -11634   125.1467  -78.9451   204.37  3  10.42 37.99  46.09  2  3 
   -33209   125.1467  -78.9451   204.37  3  20.48 37.99  46.09  3  3 
   -11635    41.0152   -3.2394   357.79  2  18.59 18.59  21.62  1  1 
   -11637   170.5978   -3.1099    14.95  3  20.60 31.27  36.83  1  2 
   -26003   170.5978   -3.1099    14.95  3  10.67 31.27  36.83  2  2 
   -11641    84.9911  -70.5354   182.18  1  20.98 61.78  69.88  1  3 
    -2405    84.9911  -70.5354   182.18  1  20.48 61.78  69.88  2  3 
   -34634    84.9911  -70.5354   182.18  1  20.33 61.78  69.88  3  3 
   -11643   216.9989  -17.2815    19.36  1  20.18 20.18  23.21  1  1 
   -11644   351.1342  -32.5755   194.45  1  20.88 20.88  23.91  1  1 
   -11646    90.6306  -40.7391   198.53  1  20.81 20.81  23.84  1  1 
   -11647   283.7720   -1.0793    17.19  1  20.01 20.01  23.04  1  1 
